truckid,driverid,event,latitude,longitude,city,state,velocity,event_ind,idling_ind
T31,D31,normal,38.716687,-121.364422,Antelope,California,56,0,0
T41,D41,normal,39.409608,-123.355566,Willits,California,20,0,0
T29,D29,normal,37.441883,-122.143019,Palo Alto,California,22,0,0
T40,D40,normal,37.957702,-121.29078,Stockton,California,57,0,0
T84,D84,normal,36.471865,-6.196595,San Fernando,California,68,0,0
T10,D10,normal,40.761243,-123.994778,Kneeland,California,17,0,0
T75,D75,normal,33.19587,-117.379483,Oceanside,California,54,0,0
T59,D59,normal,32.715329,-117.157255,San Diego,California,20,0,0
T49,D49,normal,33.846404,-118.046731,La Palma,California,0,0,1
T97,D97,normal,39.409608,-123.355566,Willits,California,17,0,0
T47,D47,normal,37.639097,-120.996878,Modesto,California,34,0,0
T26,D26,normal,38.440467,-122.714431,Santa Rosa,California,39,0,0
T61,D61,normal,39.409608,-123.355566,Willits,California,35,0,0
T12,D12,normal,39.017396,-122.057748,Arbuckle,California,43,0,0
T11,D11,normal,38.440467,-122.714431,Santa Rosa,California,37,0,0
T33,D33,normal,38.36408,-122.524149,Glen Ellen,California,19,0,0
T90,D90,normal,38.440467,-122.714431,Santa Rosa,California,52,0,0
T96,D96,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
T54,D54,normal,39.230151,-121.136075,Rough and Ready,California,45,0,0
T35,D35,normal,37.968812,-121.668008,Knightsen,California,0,0,1
T37,D37,normal,34.354166,-119.059271,Santa Paula,California,54,0,0
T91,D91,normal,39.409608,-123.355566,Willits,California,0,0,1
T64,D64,normal,37.957702,-121.29078,Stockton,California,75,0,0
T32,D32,normal,38.716687,-121.364422,Antelope,California,17,0,0
T2,D2,normal,33.19587,-117.379483,Oceanside,California,23,0,0
T64,D64,normal,37.941325,-122.484704,San Quentin,California,42,0,0
T87,D87,normal,38.161861,-121.611621,Isleton,California,50,0,0
T6,D6,normal,34.106676,-117.806726,San Dimas,California,15,0,0
T91,D91,normal,40.761243,-123.994778,Kneeland,California,0,0,1
T14,D14,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
T90,D90,normal,38.716687,-121.364422,Antelope,California,75,0,0
T40,D40,normal,39.017396,-122.057748,Arbuckle,California,32,0,0
T90,D90,normal,34.019454,-118.491191,Santa Monica,California,0,0,1
T91,D91,normal,38.440467,-122.714431,Santa Rosa,California,27,0,0
T94,D94,normal,33.683947,-117.794694,Irvine,California,60,0,0
T84,D84,normal,34.500831,-117.185876,Apple Valley,California,64,0,0
T89,D89,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0
T83,D83,normal,37.941325,-122.484704,San Quentin,California,58,0,0
T34,D34,normal,33.663357,-116.310009,La Quinta,California,0,0,1
T95,D95,normal,39.409608,-123.355566,Willits,California,0,0,1
T44,D44,normal,32.61768,-116.187424,Jacumba,California,0,0,1
T44,D44,normal,38.752124,-121.288006,Roseville,California,35,0,0
T10,D10,normal,38.161861,-121.611621,Isleton,California,70,0,0
T33,D33,normal,37.941325,-122.484704,San Quentin,California,36,0,0
T14,D14,normal,38.161861,-121.611621,Isleton,California,58,0,0
T15,D15,normal,36.977173,-121.899402,Aptos,California,66,0,0
T93,D93,normal,38.716687,-121.364422,Antelope,California,57,0,0
T5,D5,normal,38.716687,-121.364422,Antelope,California,0,0,1
T67,D67,normal,32.61768,-116.187424,Jacumba,California,21,0,0
T79,D79,normal,38.805462,-123.017223,Cloverdale,California,74,0,0
T43,D43,overspeed,38.440467,-122.714431,Santa Rosa,California,54,1,0
T69,D69,normal,38.440467,-122.714431,Santa Rosa,California,70,0,0
T75,D75,normal,32.61768,-116.187424,Jacumba,California,45,0,0
T99,D99,normal,37.957702,-121.29078,Stockton,California,46,0,0
T86,D86,normal,34.019454,-118.491191,Santa Monica,California,45,0,0
T29,D29,normal,38.36408,-122.524149,Glen Ellen,California,54,0,0
T67,D67,normal,34.019454,-118.491191,Santa Monica,California,75,0,0
T96,D96,normal,37.484938,-119.966284,Mariposa,California,73,0,0
T31,D31,normal,38.440467,-122.714431,Santa Rosa,California,40,0,0
T55,D55,normal,37.957702,-121.29078,Stockton,California,50,0,0
T24,D24,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
T74,D74,normal,38.130197,-121.272447,Lodi,California,45,0,0
T28,D28,normal,32.715329,-117.157255,San Diego,California,37,0,0
T44,D44,overspeed,39.017396,-122.057748,Arbuckle,California,54,1,0
T67,D67,normal,33.683947,-117.794694,Irvine,California,37,0,0
T68,D68,normal,38.161861,-121.611621,Isleton,California,0,0,1
T39,D39,normal,34.953034,-120.435719,Santa Maria,California,48,0,0
T67,D67,normal,39.017396,-122.057748,Arbuckle,California,75,0,0
T44,D44,normal,32.61768,-116.187424,Jacumba,California,0,0,1
T20,D20,normal,36.977173,-121.899402,Aptos,California,49,0,0
T15,D15,normal,39.230151,-121.136075,Rough and Ready,California,62,0,0
T25,D25,normal,33.19587,-117.379483,Oceanside,California,59,0,0
T52,D52,normal,33.683947,-117.794694,Irvine,California,39,0,0
T5,D5,normal,32.715329,-117.157255,San Diego,California,68,0,0
T41,D41,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T80,D80,normal,34.44805,-119.242889,Ojai,California,60,0,0
T61,D61,normal,38.799703,-121.720574,Knights Landing,California,55,0,0
T28,D28,normal,38.693723,-119.779683,Markleeville,California,45,0,0
T35,D35,normal,34.136119,-117.865339,Glendora,California,23,0,0
T91,D91,normal,38.161861,-121.611621,Isleton,California,68,0,0
T84,D84,normal,40.563763,-122.238892,Palo Cedro,California,54,0,0
T28,D28,normal,38.297538,-122.286865,Napa,California,0,0,1
T74,D74,normal,36.852455,-121.401602,Hollister,California,53,0,0
T26,D26,normal,34.44805,-119.242889,Ojai,California,0,0,1
T16,D16,normal,39.017396,-122.057748,Arbuckle,California,20,0,0
T36,D36,normal,34.579434,-118.116461,Palmdale,California,44,0,0
T26,D26,normal,33.743076,-117.109197,Homeland,California,75,0,0
T89,D89,normal,38.440467,-122.714431,Santa Rosa,California,73,0,0
T67,D67,overspeed,37.957702,-121.29078,Stockton,California,31,1,0
T15,D15,normal,36.977173,-121.899402,Aptos,California,61,0,0
T57,D57,normal,38.019366,-122.134132,Martinez,California,17,0,0
T58,D58,normal,34.136119,-117.865339,Glendora,California,69,0,0
T13,D13,normal,38.752124,-121.288006,Roseville,California,27,0,0
T61,D61,normal,39.409608,-123.355566,Willits,California,0,0,1
T64,D64,normal,38.440467,-122.714431,Santa Rosa,California,39,0,0
T83,D83,normal,37.941325,-122.484704,San Quentin,California,23,0,0
T55,D55,normal,37.639097,-120.996878,Modesto,California,63,0,0
T34,D34,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
T43,D43,normal,36.977173,-121.899402,Aptos,California,19,0,0
T99,D99,normal,38.161861,-121.611621,Isleton,California,45,0,0
T45,D45,normal,38.161861,-121.611621,Isleton,California,54,0,0
T2,D2,normal,37.441883,-122.143019,Palo Alto,California,52,0,0
T83,D83,normal,38.805462,-123.017223,Cloverdale,California,41,0,0
T17,D17,normal,38.130197,-121.272447,Lodi,California,0,0,1
T79,D79,normal,37.941325,-122.484704,San Quentin,California,60,0,0
T77,D77,normal,36.746842,-119.772587,Fresno,California,23,0,0
T63,D63,normal,38.716687,-121.364422,Antelope,California,53,0,0
T80,D80,normal,38.440467,-122.714431,Santa Rosa,California,31,0,0
T30,D30,normal,40.58654,-122.391675,Redding,California,69,0,0
T85,D85,normal,37.968812,-121.668008,Knightsen,California,62,0,0
T82,D82,normal,37.639097,-120.996878,Modesto,California,18,0,0
T83,D83,normal,37.941325,-122.484704,San Quentin,California,56,0,0
T98,D98,normal,38.805462,-123.017223,Cloverdale,California,54,0,0
T98,D98,normal,38.805462,-123.017223,Cloverdale,California,43,0,0
T81,D81,normal,35.373292,-119.018712,Bakersfield,California,38,0,0
T25,D25,overspeed,38.805462,-123.017223,Cloverdale,California,41,1,0
T86,D86,normal,37.957702,-121.29078,Stockton,California,0,0,1
T19,D19,normal,36.977173,-121.899402,Aptos,California,27,0,0
T25,D25,normal,38.36408,-122.524149,Glen Ellen,California,0,0,1
T42,D42,normal,38.799703,-121.720574,Knights Landing,California,67,0,0
T58,D58,normal,39.409608,-123.355566,Willits,California,39,0,0
T19,D19,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
T38,D38,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
T48,D48,normal,36.471865,-6.196595,San Fernando,California,0,0,1
T72,D72,normal,38.019366,-122.134132,Martinez,California,0,0,1
T57,D57,normal,38.161861,-121.611621,Isleton,California,21,0,0
T65,D65,normal,40.563763,-122.238892,Palo Cedro,California,42,0,0
T64,D64,normal,37.957702,-121.29078,Stockton,California,58,0,0
T94,D94,normal,39.409608,-123.355566,Willits,California,0,0,1
T62,D62,overspeed,39.017396,-122.057748,Arbuckle,California,81,1,0
T1,D1,normal,35.098865,-120.612393,Oceano,California,34,0,0
T8,D8,normal,37.962146,-122.345526,San Pablo,California,22,0,0
T67,D67,normal,36.471865,-6.196595,San Fernando,California,57,0,0
T50,D50,normal,34.136119,-117.865339,Glendora,California,68,0,0
T24,D24,normal,38.693723,-119.779683,Markleeville,California,47,0,0
T57,D57,normal,33.663357,-116.310009,La Quinta,California,68,0,0
T40,D40,normal,33.683947,-117.794694,Irvine,California,53,0,0
T64,D64,normal,34.020011,-117.949508,La Puente,California,40,0,0
T20,D20,normal,38.440467,-122.714431,Santa Rosa,California,43,0,0
T99,D99,normal,38.019366,-122.134132,Martinez,California,55,0,0
T13,D13,normal,37.957702,-121.29078,Stockton,California,70,0,0
T57,D57,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T52,D52,normal,37.941325,-122.484704,San Quentin,California,0,0,1
T51,D51,normal,35.098865,-120.612393,Oceano,California,62,0,0
T38,D38,normal,38.440467,-122.714431,Santa Rosa,California,68,0,0
T27,D27,normal,34.136119,-117.865339,Glendora,California,52,0,0
T13,D13,normal,33.846404,-118.046731,La Palma,California,60,0,0
T74,D74,normal,32.715329,-117.157255,San Diego,California,31,0,0
T73,D73,normal,38.40765,-122.947713,Occidental,California,20,0,0
T71,D71,normal,38.752124,-121.288006,Roseville,California,0,0,1
T49,D49,normal,38.440467,-122.714431,Santa Rosa,California,28,0,0
T68,D68,normal,38.440467,-122.714431,Santa Rosa,California,55,0,0
T91,D91,normal,37.441883,-122.143019,Palo Alto,California,45,0,0
T17,D17,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
T63,D63,overspeed,32.61768,-116.187424,Jacumba,California,0,1,1
T94,D94,normal,38.716687,-121.364422,Antelope,California,31,0,0
T78,D78,normal,38.130197,-121.272447,Lodi,California,64,0,0
T79,D79,normal,34.435829,-119.827639,Goleta,California,43,0,0
T81,D81,normal,37.77493,-122.419416,San Francisco,California,49,0,0
T36,D36,normal,33.846404,-118.046731,La Palma,California,51,0,0
T26,D26,normal,38.440467,-122.714431,Santa Rosa,California,54,0,0
T83,D83,normal,37.441883,-122.143019,Palo Alto,California,53,0,0
T20,D20,normal,34.106676,-117.806726,San Dimas,California,0,0,1
T70,D70,normal,34.106676,-117.806726,San Dimas,California,26,0,0
T30,D30,normal,38.161861,-121.611621,Isleton,California,58,0,0
T89,D89,normal,37.639097,-120.996878,Modesto,California,44,0,0
T64,D64,normal,40.761243,-123.994778,Kneeland,California,36,0,0
T10,D10,overspeed,34.435829,-119.827639,Goleta,California,43,1,0
T44,D44,normal,38.440467,-122.714431,Santa Rosa,California,22,0,0
T23,D23,normal,39.145725,-121.591355,Marysville,California,61,0,0
T2,D2,normal,34.106676,-117.806726,San Dimas,California,0,0,1
T13,D13,normal,33.846404,-118.046731,La Palma,California,48,0,0
T95,D95,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
T44,D44,normal,32.811161,-115.380264,Holtville,California,54,0,0
T43,D43,normal,36.852455,-121.401602,Hollister,California,23,0,0
T22,D22,normal,39.409608,-123.355566,Willits,California,55,0,0
T39,D39,normal,38.440467,-122.714431,Santa Rosa,California,75,0,0
T86,D86,normal,33.846404,-118.046731,La Palma,California,54,0,0
T3,D3,normal,38.019366,-122.134132,Martinez,California,42,0,0
T68,D68,normal,34.500831,-117.185876,Apple Valley,California,53,0,0
T22,D22,normal,33.743076,-117.109197,Homeland,California,45,0,0
T35,D35,normal,34.953034,-120.435719,Santa Maria,California,0,0,1
T72,D72,normal,38.161861,-121.611621,Isleton,California,20,0,0
T46,D46,normal,32.715329,-117.157255,San Diego,California,31,0,0
T68,D68,normal,37.957702,-121.29078,Stockton,California,0,0,1
T41,D41,normal,40.761243,-123.994778,Kneeland,California,48,0,0
T50,D50,overspeed,32.715329,-117.157255,San Diego,California,43,1,0
T5,D5,normal,38.693723,-119.779683,Markleeville,California,0,0,1
T98,D98,normal,37.441883,-122.143019,Palo Alto,California,27,0,0
T9,D9,normal,39.409608,-123.355566,Willits,California,36,0,0
T97,D97,normal,34.106676,-117.806726,San Dimas,California,0,0,1
T87,D87,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
T60,D60,normal,34.106676,-117.806726,San Dimas,California,0,0,1
T64,D64,normal,33.846404,-118.046731,La Palma,California,25,0,0
T30,D30,normal,36.977173,-121.899402,Aptos,California,0,0,1
T42,D42,normal,39.409608,-123.355566,Willits,California,45,0,0
T55,D55,normal,38.297538,-122.286865,Napa,California,35,0,0
T60,D60,normal,38.161861,-121.611621,Isleton,California,25,0,0
T11,D11,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
T45,D45,normal,38.161861,-121.611621,Isleton,California,71,0,0
T31,D31,normal,39.230151,-121.136075,Rough and Ready,California,33,0,0
T21,D21,normal,36.471865,-6.196595,San Fernando,California,54,0,0
T42,D42,normal,36.977173,-121.899402,Aptos,California,0,0,1
T20,D20,normal,37.639097,-120.996878,Modesto,California,0,0,1
T21,D21,normal,33.19587,-117.379483,Oceanside,California,0,0,1
T36,D36,normal,38.297538,-122.286865,Napa,California,74,0,0
T72,D72,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
T86,D86,normal,38.716687,-121.364422,Antelope,California,41,0,0
T65,D65,normal,38.440467,-122.714431,Santa Rosa,California,37,0,0
T96,D96,normal,32.715329,-117.157255,San Diego,California,58,0,0
T48,D48,normal,32.61768,-116.187424,Jacumba,California,45,0,0
T63,D63,normal,34.019454,-118.491191,Santa Monica,California,21,0,0
T9,D9,normal,38.130197,-121.272447,Lodi,California,45,0,0
T30,D30,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T63,D63,normal,33.846404,-118.046731,La Palma,California,0,0,1
T17,D17,normal,39.409608,-123.355566,Willits,California,0,0,1
T89,D89,normal,36.977173,-121.899402,Aptos,California,18,0,0
T28,D28,normal,37.639097,-120.996878,Modesto,California,18,0,0
T64,D64,normal,34.020011,-117.949508,La Puente,California,37,0,0
T88,D88,normal,40.563763,-122.238892,Palo Cedro,California,66,0,0
T33,D33,normal,32.61768,-116.187424,Jacumba,California,37,0,0
T98,D98,normal,39.017396,-122.057748,Arbuckle,California,43,0,0
T33,D33,normal,34.435829,-119.827639,Goleta,California,69,0,0
T80,D80,normal,39.409608,-123.355566,Willits,California,21,0,0
T47,D47,normal,38.693723,-119.779683,Markleeville,California,37,0,0
T44,D44,normal,33.19587,-117.379483,Oceanside,California,16,0,0
T58,D58,normal,34.953034,-120.435719,Santa Maria,California,54,0,0
T100,D100,normal,36.977173,-121.899402,Aptos,California,18,0,0
T72,D72,normal,33.743076,-117.109197,Homeland,California,18,0,0
T42,D42,normal,38.440467,-122.714431,Santa Rosa,California,19,0,0
T23,D23,normal,39.409608,-123.355566,Willits,California,19,0,0
T71,D71,normal,32.61768,-116.187424,Jacumba,California,0,0,1
T65,D65,normal,39.409608,-123.355566,Willits,California,58,0,0
T64,D64,normal,37.77493,-122.419416,San Francisco,California,56,0,0
T66,D66,normal,38.440467,-122.714431,Santa Rosa,California,60,0,0
T93,D93,normal,38.440467,-122.714431,Santa Rosa,California,71,0,0
T34,D34,normal,33.663357,-116.310009,La Quinta,California,20,0,0
T47,D47,normal,39.017396,-122.057748,Arbuckle,California,24,0,0
T39,D39,normal,37.968812,-121.668008,Knightsen,California,24,0,0
T25,D25,normal,38.752124,-121.288006,Roseville,California,73,0,0
T89,D89,normal,37.639097,-120.996878,Modesto,California,40,0,0
T61,D61,normal,33.663357,-116.310009,La Quinta,California,51,0,0
T43,D43,overspeed,38.716687,-121.364422,Antelope,California,0,1,1
T86,D86,normal,38.716687,-121.364422,Antelope,California,0,0,1
T8,D8,normal,37.962146,-122.345526,San Pablo,California,43,0,0
T9,D9,normal,33.846404,-118.046731,La Palma,California,46,0,0
T16,D16,normal,37.968812,-121.668008,Knightsen,California,55,0,0
T25,D25,normal,33.19587,-117.379483,Oceanside,California,34,0,0
T54,D54,normal,34.953034,-120.435719,Santa Maria,California,21,0,0
T54,D54,normal,37.962146,-122.345526,San Pablo,California,53,0,0
T67,D67,normal,37.957702,-121.29078,Stockton,California,68,0,0
T5,D5,normal,34.019454,-118.491191,Santa Monica,California,0,0,1
T53,D53,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
T37,D37,normal,37.441883,-122.143019,Palo Alto,California,57,0,0
T94,D94,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T48,D48,normal,39.017396,-122.057748,Arbuckle,California,23,0,0
T33,D33,normal,34.435829,-119.827639,Goleta,California,21,0,0
T39,D39,normal,39.409608,-123.355566,Willits,California,31,0,0
T34,D34,normal,38.440467,-122.714431,Santa Rosa,California,46,0,0
T71,D71,normal,32.61768,-116.187424,Jacumba,California,0,0,1
T85,D85,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T15,D15,normal,40.563763,-122.238892,Palo Cedro,California,46,0,0
T62,D62,normal,38.440467,-122.714431,Santa Rosa,California,23,0,0
T89,D89,normal,37.77493,-122.419416,San Francisco,California,43,0,0
T7,D7,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
T28,D28,normal,38.693723,-119.779683,Markleeville,California,57,0,0
T53,D53,normal,34.500831,-117.185876,Apple Valley,California,45,0,0
T92,D92,normal,38.440467,-122.714431,Santa Rosa,California,54,0,0
T21,D21,normal,32.61768,-116.187424,Jacumba,California,31,0,0
T62,D62,normal,37.962146,-122.345526,San Pablo,California,31,0,0
T53,D53,normal,38.440467,-122.714431,Santa Rosa,California,58,0,0
T55,D55,normal,34.019454,-118.491191,Santa Monica,California,16,0,0
T21,D21,normal,39.017396,-122.057748,Arbuckle,California,55,0,0
T33,D33,overspeed,34.500831,-117.185876,Apple Valley,California,81,1,0
T1,D1,normal,37.005782,-121.568275,Gilroy,California,19,0,0
T93,D93,normal,34.106676,-117.806726,San Dimas,California,31,0,0
T80,D80,normal,38.161861,-121.611621,Isleton,California,33,0,0
T27,D27,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T74,D74,normal,37.005782,-121.568275,Gilroy,California,0,0,1
T47,D47,normal,37.639097,-120.996878,Modesto,California,47,0,0
T83,D83,normal,37.941325,-122.484704,San Quentin,California,34,0,0
T51,D51,overspeed,38.716687,-121.364422,Antelope,California,31,1,0
T28,D28,normal,38.693723,-119.779683,Markleeville,California,69,0,0
T29,D29,normal,38.805462,-123.017223,Cloverdale,California,42,0,0
T38,D38,normal,40.563763,-122.238892,Palo Cedro,California,75,0,0
T11,D11,normal,40.563763,-122.238892,Palo Cedro,California,36,0,0
T28,D28,normal,38.716687,-121.364422,Antelope,California,0,0,1
T93,D93,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
T42,D42,normal,38.440467,-122.714431,Santa Rosa,California,69,0,0
T67,D67,normal,32.61768,-116.187424,Jacumba,California,61,0,0
